Cas_Sekundy,Cas_Hodiny,PriemernyCasVSysteme,PriemerneCakanieOsetrenie,RadSanitka,RadSamostatne
2322471.929631435,645.1310915642874,2004.9572705925698,627.541036415357,0,0
2323802.999209419,645.5008331137275,2004.8852023640807,627.4714088345962,0,0
2325624.4760297546,646.0067988971541,2004.72308570819,627.3971448466822,0,0
2327412.7007444827,646.5035279845786,2004.5694241659326,627.3646162340814,0,0
2329443.1667989106,647.0675463330307,2004.4370008878548,627.3062356047184,0,0
2331027.872674847,647.5077424096797,2004.3900916081257,627.2142879049669,0,0
2333051.1887801457,648.0697746611515,2004.2717380997847,627.1759924797773,0,0
2334688.6193510387,648.5246164863996,2004.2787157559771,627.155118716057,0,0
2336433.281475128,649.0092448542023,2004.5011019319966,627.4972227363677,0,0
2338229.3656879747,649.5081571355486,2005.0402415590934,627.7142888780905,0,0
2340106.9855337115,650.0297182038088,2005.0270216894328,627.731106121851,0,0
2342045.7555091307,650.5682654192029,2005.3388676404072,627.8315196505187,0,0
2343817.5361658246,651.060426712729,2005.3327112813874,627.79708404719,0,0
2345571.658415943,651.5476828933175,2005.3020353123666,627.7386903463432,0,0
2347273.7564662043,652.020487907279,2005.1978445793793,627.6794590653828,0,0
2349020.5883109625,652.5057189752674,2005.1566758353142,627.5908997710608,0,0
2350862.883364243,653.0174676011786,2005.213980155074,627.519333946023,0,0
2352640.2921347655,653.511192259657,2005.252147752994,627.4408748516144,0,0
2354615.073077875,654.059742521632,2005.0282938219734,627.3760783284313,1,1
2356266.167230345,654.5183797862069,2005.0129558412957,627.4802330111482,0,0
2358351.991326028,655.0977753683411,2005.1570907871599,627.5159365413305,0,0
2360073.664147277,655.576017818688,2005.0783065952405,627.4259859071597,0,0
2361604.210676545,656.0011696323736,2005.0869016758827,627.4113529649763,0,0
2363430.31496101,656.5084208225028,2004.8828735676805,627.289936740309,0,0
2365267.3081922783,657.0186967200773,2004.813982809025,627.213446592822,0,0
2367115.2465778533,657.5320129382926,2004.8014818809256,627.1529114903564,0,0
2369014.6588937007,658.0596274704724,2004.7277660016532,627.1407903162791,0,0
2370710.5661970144,658.530712832504,2004.7139520643302,627.0668831033739,0,0
2372478.861101706,659.021905861585,2004.6571931760143,626.9241163464586,0,0
2374346.1202109396,659.5405889474832,2004.4284396509736,626.8801374046548,0,0
2376007.516566154,660.0020879350428,2004.371957508078,626.7766315054932,0,0
2377809.506313216,660.50264064256,2004.3019020043537,626.8524047595621,0,0
2379915.324695563,661.0875901932119,2004.449505603152,626.758796862251,0,0
2381439.771386909,661.5110476074747,2004.4522025069264,626.6970102118636,0,0
2383221.3434320255,662.0059287311182,2004.3440588003123,626.6363110095974,0,0
2385153.1306093987,662.5425362803885,2004.2953777099196,626.6740484706544,0,0
2386804.3628142253,663.0012118928404,2004.531283417436,626.9138934270205,0,0
2388624.5789043643,663.5068274734346,2004.7690649708054,626.8198278745451,0,0
2390837.848236316,664.1216245100877,2004.7291335336995,626.6992033249154,0,0
2392495.509912374,664.5820860867706,2004.7186468137127,626.6351517066926,0,0
2394127.5809469665,665.0354391519352,2004.7143858530264,626.592979092739,0,0
2395922.341224764,665.5339836735455,2004.557331061904,626.5356201882487,0,0
2397802.1018711696,666.0561394086583,2004.343654373101,626.3880228998723,0,0
2399400.6349674533,666.5001763798482,2004.1768902833103,626.3180385538338,0,0
2401222.7527424,667.0063202062222,2004.214808193957,626.4621014661141,0,0
2403095.3959970376,667.526498888066,2004.659162199046,627.0503781309623,3,2
2404826.0748708844,668.0072430196901,2005.4818638539878,627.8143273332515,0,0
2406823.5785464197,668.5621051517833,2005.9147682378293,627.7973119625735,0,0
2408802.8753595236,669.1119098220898,2005.6773389676505,627.7733108545863,0,0
2410317.0012356206,669.532500343228,2005.6475659089042,627.7376068563988,0,0
2412033.820132468,670.0093944812411,2005.6716907648834,627.7141209381396,0,0
2413806.7244405784,670.5018679001606,2005.7399047932793,627.612713465883,0,0
2415696.6297041164,671.0268415844768,2005.731841657561,627.708464617167,0,0
2417403.907733399,671.5010854814997,2005.922127041817,628.1013864639183,0,0
2419460.7121217367,672.0724200338158,2006.5423311465067,629.5122552537025,0,0
2421110.412683961,672.5306701899891,2007.881373997785,630.0969365034152,1,0
2422912.200128179,673.031166702272,2008.0997615912568,630.210923186393,0,1
2424628.206793896,673.5078352205267,2008.234855559308,630.2194250855467,0,0
2426507.8330520936,674.0299536255816,2008.2146347851383,630.1850619884808,0,0
2428234.1953855525,674.509498718209,2008.1037447530991,630.0655581140047,0,0
2430006.3819014104,675.0017727503918,2008.0468334820548,630.0344793053274,0,0
2431899.8801687714,675.5277444913254,2008.0166002275614,629.9938705313388,0,0
2433691.873356305,676.0255203767514,2008.1526344046767,630.0394596473446,0,0
2435536.5274856966,676.5379243015824,2008.0927684987766,630.0361392259014,0,0
2437454.3497740235,677.0706527150065,2008.0357044226746,629.9570502232524,0,0
2439164.933296843,677.5458148046786,2008.083931112608,629.8824069207743,0,0
2440893.8331225337,678.0260647562594,2007.9764243932468,629.8535772132716,0,0
